1000
1	1000
481	295	2913
481	646	1992
481	154	1787
481	608	2407
481	93	553
481	955	2651
481	78	2921
482	769	2212
482	238	2901
482	216	1449
482	444	1602
482	229	976
482	933	1034
482	746	3535
482	855	322
482	549	2194
482	544	2754
483	159	509
483	302	2896
483	139	1649
483	5	3561
483	637	3518
483	631	1899
483	149	427
483	750	2758
484	494	1780
484	569	3153
484	185	465
484	975	352
484	599	882
484	24	1750
484	514	1308
484	27	2228
484	738	686
484	518	2265
485	917	306
485	45	1298
485	856	1156
485	759	2080
485	261	2501
485	514	2953
485	188	884
485	499	1041
485	373	638
486	304	773
486	584	2588
486	514	3158
486	712	1373
486	80	1886
486	391	1685
486	26	2008
486	596	2832
486	380	555
486	166	1507
486	697	1218
487	213	362
487	117	2090
487	92	2660
487	477	3488
487	894	2225
487	316	3045
487	93	1886
488	65	2499
488	639	2310
488	308	1399
488	111	943
488	221	544
488	104	3324
488	530	410
488	397	3473
488	618	2155
488	906	1139
489	144	2691
489	359	2283
489	956	3241
489	681	3224
489	933	3271
489	613	2864
489	782	1868
489	655	3077
489	210	1407
489	360	900
489	714	3009
490	337	2710
490	308	1956
490	549	2910
490	875	2466
490	888	2304
490	682	1096
490	667	988
490	67	2310
490	747	1262
490	383	2225
491	774	1584
491	692	859
491	287	1507
491	240	1293
491	916	2545
491	32	2404
491	601	3307
491	613	2438
491	500	2616
491	933	858
492	206	2831
492	835	306
492	631	3467
492	364	363
492	26	504
492	398	3008
492	765	977
492	317	1538
492	483	2724
493	474	2455
493	851	1657
493	686	2369
493	39	1655
493	291	775
493	260	3557
493	141	1326
494	199	3121
494	771	6330
494	195	2825
494	691	3172
494	321	2119
494	398	2454
494	945	3151
494	981	300
495	596	382
495	580	1233
495	839	1467
495	289	1743
495	259	1219
495	745	541
495	544	2088
495	506	1543
495	684	900
495	201	3207
495	594	1797
496	719	2854
496	123	2579
496	579	3980
496	667	1329
496	32	200
496	190	3277
496	795	2093
496	186	3066
496	736	2603
497	674	3167
497	401	1890
497	828	1267
497	53	535
497	603	3142
497	269	1650
497	847	1436
497	888	2401
497	677	1379
497	885	3021
498	223	1063
498	281	2973
498	224	3002
498	750	1992
498	141	378
498	760	1094
498	359	1833
498	783	3004
498	294	556
499	408	1878
499	760	2796
499	252	3556
499	980	1124
499	710	2469
499	425	686
499	889	485
499	333	2035
499	942	763
500	430	3388
500	492	2713
500	463	1444
500	284	1515
500	983	3268
500	860	686
500	103	2220
500	261	307
500	560	1546
500	73	30
501	985	1032
501	402	1906
501	618	1073
501	225	622
501	469	3099
501	594	1055
502	381	3233
502	187	3172
502	419	2238
502	88	1132
502	885	1037
502	226	3408
502	701	2530
502	477	590
503	808	2740
503	98	1962
503	766	2582
503	937	2225
503	447	1397
503	738	567
503	95	3411
503	82	595
503	402	3499
504	784	2052
504	576	315
504	292	3403
504	163	2894
504	711	996
504	176	1442
504	143	3485
504	93	1933
504	58	1130
504	571	2126
504	308	2103
505	566	1336
505	804	2135
505	617	1745
505	658	703
505	410	2362
505	466	2667
505	591	749
505	531	1086
505	111	3119
505	418	2638
506	291	525
506	934	3197
506	917	3465
506	386	3584
506	975	372
506	219	3597
506	390	3522
506	907	2297
506	368	1479
506	979	3361
506	373	2124
507	474	3290
507	302	367
507	164	2698
507	701	463
507	125	3229
507	815	2935
507	904	2877
507	962	3202
507	806	935
508	399	1963
508	980	3506
508	273	3386
508	168	2186
508	726	1726
508	516	2676
508	582	2633
508	141	350
509	8	2704
509	105	2351
509	38	941
509	333	1872
509	801	1578
509	41	630
510	348	1503
510	233	1282
510	830	1113
510	462	3319
510	878	644
510	423	3571
510	67	551
511	827	2187
511	766	2047
511	559	1771
511	170	3144
511	271	1227
511	74	2243
511	594	1554
511	805	2623
511	245	634
511	763	3335
511	679	2002
512	863	3454
512	937	3155
512	803	1731
512	930	3300
512	538	3124
512	845	729
512	924	3129
513	402	2283
513	867	3159
513	488	2623
513	205	360
513	939	3149
513	973	2957
513	560	3246
513	226	478
513	707	2473
513	691	3477
513	567	880
514	163	2339
514	256	3283
514	378	2871
514	38	1229
514	210	1518
514	194	2199
514	385	1270
515	86	3066
515	973	976
515	523	1643
515	231	1024
515	892	2795
515	581	2199
515	318	1875
515	161	473
515	208	457
515	627	2552
515	887	5980
516	958	1025
516	227	3566
516	995	506
516	361	2740
516	292	2415
516	815	2858
516	554	3011
516	744	2639
516	954	1581
516	710	1438
517	372	2972
517	863	1423
517	335	1965
517	956	2467
517	58	593
517	482	2260
517	154	1732
517	662	2427
517	910	3433
518	77	2985
518	114	3150
518	162	2138
518	882	787
518	389	3314
518	850	463
518	884	1878
518	434	846
519	549	1061
519	848	1770
519	502	3074
519	641	2818
519	117	2285
519	635	1408
519	342	3593
520	413	1657
520	646	1256
520	66	1849
520	290	2474
520	616	3519
520	461	829
520	641	1727
520	117	1797
520	890	1803
521	411	926
521	750	1791
521	389	1643
521	78	1366
521	971	1260
521	784	1189
521	467	416
521	615	616
521	973	300
522	280	3238
522	415	1451
522	895	1098
522	187	632
522	166	3370
522	694	735
523	138	3259
523	403	1469
523	54	3543
523	737	1071
523	758	2265
523	263	1056
523	661	2543
523	474	3156
523	136	2424
524	779	1406
524	802	3292
524	221	1496
524	105	737
524	975	1700
524	600	3151
524	287	3071
524	583	2659
524	227	2880
524	880	3530
525	852	2313
525	214	382
525	30	1418
525	184	339
525	916	679
525	136	2084
525	991	567
525	738	1495
525	107	3189
526	168	1009
526	83	3597
526	43	2888
526	302	1618
526	67	2410
526	300	1397
526	266	961
526	518	3270
526	550	2867
526	903	2906
526	802	3089
527	582	2217
527	793	3225
527	53	886
527	656	1370
527	368	2535
527	534	2649
527	415	1979
527	994	827
528	765	2328
528	717	1323
528	987	1345
528	344	3163
528	343	2067
528	82	2008
528	77	1143
528	374	2297
529	119	2388
529	715	338
529	788	2342
529	57	2073
529	521	2817
529	710	2507
529	414	1139
529	151	1817
529	134	3389
529	630	2459
529	267	1603
530	486	3229
530	665	823
530	612	3148
530	443	1299
530	618	2082
530	494	2062
530	43	1726
530	798	1527
530	355	2200
530	120	3083
531	427	2189
531	75	808
531	726	1567
531	320	955
531	352	2795
531	682	1271
531	603	1337
531	365	1387
531	8	2377
531	804	1849
532	990	3506
532	323	2442
532	513	2956
532	811	2396
532	726	832
532	606	1756
532	959	968
532	529	546
532	453	2689
532	702	3067
532	61	1296
533	722	374
533	810	2424
533	338	3565
533	307	794
533	146	2270
533	971	2983
533	920	563
534	421	597
534	117	2578
534	128	1192
534	270	427
534	513	2969
534	786	2134
534	192	2096
534	700	3494
534	121	3017
534	510	1408
535	451	2177
535	448	3518
535	998	2524
535	292	581
535	627	2287
535	301	1649
535	246	2737
535	528	1187
536	197	909
536	690	3476
536	274	1973
536	299	2688
536	361	1718
536	569	1091
536	977	335
536	688	2273
536	92	1105
536	232	802
536	124	2444
537	265	1632
537	797	2833
537	495	2844
537	152	2214
537	557	1713
537	768	3494
537	603	3186
537	616	1296
537	853	602
537	755	2445
537	521	3289
538	781	1004
538	186	1095
538	585	2641
538	861	961
538	682	548
538	459	1786
538	693	1767
538	930	2621
539	159	674
539	939	2824
539	41	2443
539	686	1638
539	512	1727
539	362	2058
539	571	2712
539	861	3329
539	703	2608
539	361	1314
540	190	1319
540	295	1513
540	792	2942
540	439	2779
540	353	946
540	879	3512
540	220	3209
540	700	2777
541	425	1752
541	404	794
541	267	2426
541	813	1931
541	658	1614
541	792	2990
541	703	2324
541	838	2391
541	349	2949
541	181	2398
542	763	1680
542	849	1053
542	529	3290
542	969	881
542	154	1686
542	761	429
542	52	3465
543	596	2088
543	632	3010
543	162	3356
543	42	1781
543	611	959
543	788	1822
543	306	2596
543	790	2100
544	527	3486
544	986	1856
544	286	480
544	58	951
544	283	3498
544	552	1567
544	415	3550
544	699	2647
545	915	2437
545	768	2191
545	180	569
545	130	623
545	326	1838
545	89	1537
545	838	2913
545	496	2464
545	513	2651
545	458	3125
546	173	3401
546	963	1896
546	497	1156
546	203	2151
546	507	1492
546	287	320
546	47	3079
546	684	2518
546	410	942
546	937	1955
546	893	698
547	181	829
547	265	659
547	213	339
547	257	2912
547	422	3003
547	62	1098
547	87	2324
547	960	2037
547	304	2598
547	890	2644
547	27	2128
548	177	2380
548	307	2658
548	767	2287
548	614	1358
548	485	533
548	233	579
548	104	3551
549	52	2170
549	116	3345
549	700	1130
549	645	494
549	958	1792
549	591	2762
549	525	2914
549	726	480
549	492	3077
550	252	3596
550	485	3497
550	14	2618
550	30	1163
550	975	1231
550	611	1961
550	348	1434
550	594	1508
550	736	537
550	549	3061
550	544	854
551	284	2686
551	942	2862
551	727	956
551	882	2885
551	356	3543
551	910	1708
551	518	892
552	80	1683
552	457	827
552	335	2376
552	72	434
552	634	2165
552	502	795
552	308	1216
552	768	3403
552	686	1537
553	112	2765
553	616	3345
553	17	895
553	403	1872
553	40	1632
553	102	3461
553	30	1256
553	669	2366
553	294	1624
554	478	3091
554	260	840
554	779	1434
554	13	3199
554	315	3339
554	185	1986
554	905	928
554	133	446
554	945	2315
555	812	2415
555	10	926
555	194	3301
555	156	1101
555	521	1965
555	566	2890
556	707	1523
556	587	1085
556	456	2852
556	102	1026
556	217	3485
556	757	3252
556	827	2783
556	560	2189
556	524	1536
556	67	1863
557	209	422
557	269	1336
557	325	3473
557	949	3188
557	436	1390
557	791	613
557	228	1607
557	845	2865
557	399	2487
557	334	517
557	467	2295
558	691	2425
558	947	1315
558	904	2107
558	961	421
558	943	1848
558	966	359
558	468	1480
558	932	3539
558	616	721
558	272	3008
559	421	2295
559	976	1975
559	212	2537
559	783	2032
559	341	3359
559	238	3039
559	806	828
560	90	2342
560	985	2119
560	791	2581
560	122	767
560	196	3332
560	654	1981
560	479	972
560	881	2393
561	789	2492
561	970	1822
561	875	424
561	255	1940
561	436	1802
561	462	2407
561	369	1359
561	975	819
561	202	2037
561	532	2105
561	326	2375
562	22	2549
562	384	482
562	633	389
562	180	3108
562	32	495
562	848	2539
562	28	3506
562	444	323
562	337	944
562	528	750
563	645	3191
563	453	979
563	408	334
563	530	3436
563	382	730
563	566	963
563	771	1689
563	666	1792
563	269	1337
563	406	1754
564	186	363
564	778	2454
564	343	1944
564	920	361
564	483	3134
564	512	1890
565	930	3148
565	341	483
565	239	2165
565	820	568
565	304	1331
565	175	2923
565	967	2939
565	844	3328
566	419	1367
566	275	88
566	338	554
566	787	1215
566	678	1502
566	388	1858
566	253	517
567	746	2844
567	148	2968
567	620	2321
567	59	3521
567	60	1033
567	779	1211
568	209	932
568	886	2466
568	472	3508
568	843	753
568	734	621
568	197	2868
568	509	2919
569	663	3139
569	313	1008
569	467	3432
569	375	1598
569	915	2557
569	877	1749
569	472	1351
569	380	2496
569	737	2125
569	955	747
569	25	2818
570	129	1251
570	16	3536
570	342	743
570	394	3356
570	337	2856
570	921	889
570	762	1106
570	121	2841
570	477	613
570	715	3255
570	260	1732
571	208	3196
571	863	796
571	921	578
571	576	1586
571	589	2054
571	158	1691
571	292	2176
572	634	1475
572	820	2004
572	973	2890
572	364	729
572	941	3435
572	411	3578
572	285	3529
572	228	3590
572	35	1946
572	987	1166
573	436	3384
573	802	2673
573	224	1056
573	370	1361
573	291	2562
573	78	1806
573	452	502
573	7	2446
573	811	2762
573	673	1660
574	788	2289
574	243	2554
574	453	1615
574	646	3237
574	285	1792
574	937	870
575	669	2023
575	112	1285
575	904	1307
575	837	485
575	456	753
575	647	1128
575	435	3317
575	78	2670
575	243	3266
575	913	2245
575	858	1647
576	860	2348
576	317	2676
576	395	3575
576	599	721
576	892	2981
576	817	3152
576	596	1402
576	655	314
576	140	3155
576	432	1593
576	2	1760
577	275	1558
577	934	2818
577	660	2806
577	85	1478
577	495	2680
577	110	771
577	814	1981
578	341	2850
578	428	782
578	1000	3276
578	481	609
578	271	2667
578	89	1398
579	549	1299
579	152	996
579	123	2307
579	450	1690
579	984	3455
579	172	2546
580	461	3109
580	604	3223
580	901	3335
580	859	1149
580	485	1880
580	211	2682
580	993	2514
580	340	2644
581	202	1880
581	481	1870
581	238	3485
581	9	2609
581	181	1312
581	806	1958
581	52	458
581	562	548
582	494	314
582	897	1797
582	504	2506
582	94	463
582	244	2020
582	641	2441
583	158	2353
583	173	2700
583	304	2789
583	483	2755
583	353	317
583	331	663
584	138	763
584	54	616
584	503	912
584	244	3186
584	211	1673
584	255	1619
584	552	2103
585	528	865
585	846	2019
585	904	840
585	589	2762
585	99	1928
585	437	1653
585	647	2150
585	39	2387
585	948	2498
586	777	2256
586	444	2569
586	214	344
586	790	3525
586	907	3544
586	437	2889
586	566	2349
586	18	455
586	222	3592
586	293	1250
587	870	1200
587	484	1781
587	958	2155
587	12	1947
587	111	2870
587	509	3077
588	204	2965
588	308	2885
588	378	3445
588	96	874
588	794	2139
588	57	483
589	806	520
589	485	3167
589	592	2869
589	95	1263
589	344	3440
589	711	2515
589	100	933
589	833	2049
589	177	3485
589	317	1661
589	652	2565
590	396	393
590	880	3227
590	51	999
590	950	1861
590	524	1148
590	559	1763
591	895	2517
591	349	2216
591	901	1074
591	855	3211
591	875	593
591	662	1746
591	634	1530
591	557	2912
592	285	3334
592	398	1510
592	755	3348
592	950	2266
592	724	2207
592	898	2701
592	598	1469
592	567	2134
592	589	799
592	871	2085
593	784	1932
593	597	451
593	491	2062
593	470	1686
593	783	1426
593	174	3404
593	519	1282
593	559	692
593	69	3233
593	504	488
594	635	1130
594	883	1908
594	157	2634
594	577	1002
594	306	2007
594	346	3350
594	886	2261
594	424	974
595	414	3433
595	168	1079
595	501	2976
595	926	1761
595	744	991
595	388	3316
595	472	2991
595	427	1535
595	448	3281
595	19	2338
595	26	1965
596	466	2476
596	552	2300
596	950	724
596	808	1861
596	820	329
596	569	2568
596	324	1013
596	567	3057
596	989	1846
596	510	1396
597	710	3256
597	689	738
597	819	1006
597	875	1539
597	465	829
597	822	2256
597	273	668
597	723	1649
597	358	1552
597	492	3323
597	504	1816
598	703	2211
598	505	2963
598	997	492
598	131	566
598	517	790
598	814	2342
598	589	2115
599	451	1137
599	699	3349
599	427	1755
599	772	2474
599	908	943
599	103	1488
599	310	883
599	86	2092
600	223	698
600	584	632
600	823	2540
600	717	3055
600	812	3584
600	323	1813
600	312	1974
600	529	1750
600	932	2612
600	766	436
601	459	693
601	687	335
601	464	1433
601	44	3526
601	317	3296
601	725	2194
601	182	3022
601	582	3302
601	890	2650
602	259	1588
602	311	2386
602	998	1578
602	48	3008
602	544	1102
602	287	1056
602	147	1198
602	843	1794
602	718	2938
602	775	3541
603	131	3036
603	786	2892
603	405	1985
603	506	1730
603	42	2279
603	496	1803
603	665	1760
603	495	2895
604	982	2811
604	570	1460
604	73	1262
604	619	715
604	741	2197
604	603	863
604	699	2138
604	486	2394
604	939	2719
604	776	500
604	650	2894
605	275	3196
605	686	1524
605	464	2317
605	496	2341
605	972	2689
605	676	1635
605	477	391
606	173	3370
606	661	1469
606	564	1295
606	160	1365
606	894	2376
606	526	627
606	24	25
607	553	1272
607	75	3377
607	410	1974
607	624	1698
607	983	1467
607	682	3194
607	150	1185
607	12	2116
607	266	2126
607	342	2970
608	206	460
608	741	822
608	59	1286
608	750	1632
608	305	1615
608	916	2072
608	64	3136
608	943	1759
608	33	1777
608	151	1616
608	168	353
609	612	496
609	942	1869
609	25	1810
609	891	578
609	9	3062
609	914	1759
609	568	1511
610	641	1313
610	786	1213
610	454	3583
610	591	3407
610	975	2935
610	730	1370
610	127	2698
610	616	3403
610	676	561
610	753	303
610	463	2625
611	144	2259
611	42	2995
611	484	1907
611	323	918
611	471	2582
611	380	2597
612	892	3525
612	493	815
612	201	3373
612	461	1429
612	274	1835
612	961	3393
612	563	3597
612	812	2041
612	115	3591
613	573	3037
613	159	2354
613	761	2357
613	74	2938
613	757	3358
613	635	1968
613	686	1770
613	519	1915
614	521	955
614	842	1253
614	4	3202
614	233	2129
614	793	2107
614	802	1816
614	845	1440
615	289	723
615	786	1207
615	213	2073
615	470	574
615	516	1724
615	555	1480
616	108	2475
616	516	1816
616	508	1559
616	734	2510
616	50	781
616	443	785
616	582	1980
616	881	3324
616	548	1656
616	43	614
617	800	1384
617	825	1774
617	917	1302
617	771	3390
617	209	1693
617	191	1645
618	793	866
618	965	1886
618	900	1518
618	786	644
618	604	1387
618	536	1750
618	105	1250
618	410	1633
619	912	2218
619	734	2137
619	918	2928
619	504	427
619	773	3369
619	932	651
619	284	1446
619	297	771
619	933	1378
619	897	2673
620	68	1723
620	722	937
620	435	1314
620	392	3319
620	313	1884
620	160	603
621	526	2961
621	915	2097
621	105	2385
621	591	1428
621	318	1762
621	894	3208
621	754	2530
621	999	3395
621	151	1537
622	647	2032
622	83	1108
622	918	2013
622	95	2735
622	367	1120
622	691	931
622	271	2014
622	772	1620
622	216	2596
622	653	917
623	89	3223
623	186	626
623	359	939
623	878	978
623	34	3101
623	244	1443
623	214	2766
624	448	1760
624	175	402
624	64	1951
624	648	1503
624	316	1512
624	240	1220
624	621	410
624	251	2351
625	965	2398
625	387	1386
625	81	200
625	193	2287
625	667	2399
625	117	489
625	10	1582
625	477	2818
625	139	2096
625	8	120
626	823	2064
626	176	2295
626	649	312
626	263	3323
626	144	2377
626	402	2280
626	230	554
626	592	1003
626	370	2953
626	887	2601
627	256	3594
627	819	1182
627	302	2334
627	350	1924
627	978	1167
627	932	1126
627	248	1515
627	743	3207
627	767	1627
628	476	539
628	906	2802
628	850	2930
628	102	2197
628	686	464
628	447	2171
628	101	3264
629	636	1285
629	602	426
629	403	2282
629	746	1725
629	107	2604
629	890	2264
629	96	1605
629	477	1095
629	407	3288
629	577	3133
630	22	2239
630	9	1776
630	285	1806
630	245	1027
630	178	2722
630	388	1900
630	247	580
630	415	2615
630	322	1190
630	650	884
631	778	1663
631	897	2398
631	195	348
631	489	672
631	912	2891
631	869	3293
631	713	2321
631	303	940
631	53	3061
631	756	2097
631	971	3338
632	379	1894
632	758	599
632	838	546
632	606	2432
632	467	2724
632	437	2991
632	403	597
632	13	1998
632	459	1629
633	650	857
633	941	3218
633	691	3042
633	175	1188
633	538	2092
633	285	2470
633	600	2596
633	724	1568
633	896	557
634	264	3006
634	301	1669
634	211	3294
634	508	919
634	872	1579
634	703	2434
634	910	1572
635	279	835
635	569	3295
635	210	1133
635	955	2307
635	566	1887
635	126	1729
635	155	2157
635	586	824
635	619	2632
635	672	1452
635	452	2168
636	986	708
636	788	3443
636	886	3095
636	948	3257
636	585	1346
636	458	610
636	101	1578
636	521	734
636	182	2174
636	911	1346
637	122	1725
637	90	3417
637	968	1193
637	5	2734
637	284	1715
637	893	1202
638	367	484
638	640	1308
638	450	1436
638	382	429
638	932	1183
638	801	318
638	505	1478
638	293	3004
638	723	973
638	119	3102
639	81	3384
639	929	1894
639	858	3418
639	431	558
639	293	1789
639	137	1472
640	855	1434
640	485	1992
640	900	2977
640	260	2699
640	996	2008
640	423	594
641	937	2845
641	119	407
641	569	389
641	929	2760
641	177	1303
641	220	2025
641	456	1191
641	24	3352
641	97	2240
641	725	1854
642	111	1660
642	947	479
642	702	856
642	774	2822
642	690	1725
642	100	1902
642	161	1894
643	594	833
643	92	623
643	913	2719
643	859	2708
643	559	2102
643	119	674
643	475	1887
643	485	2503
643	749	2421
643	637	2777
644	283	3452
644	890	1227
644	961	1132
644	486	1526
644	226	2136
644	463	1646
644	3	2274
644	453	2247
644	478	434
645	597	1758
645	543	2457
645	81	3102
645	483	3569
645	913	800
645	175	1503
645	720	3229
646	742	950
646	276	383
646	756	2866
646	501	1538
646	363	1513
646	642	3229
646	673	508
647	85	2147
647	682	1219
647	358	1791
647	651	3339
647	233	444
647	662	803
647	623	814
647	428	930
647	514	3478
647	304	394
648	819	2062
648	984	2805
648	838	2550
648	241	1550
648	448	401
648	788	1046
649	388	2591
649	276	1573
649	575	2653
649	602	812
649	535	3048
649	834	1686
650	141	2409
650	640	2212
650	151	878
650	602	1204
650	199	1114
650	501	691
650	945	2582
650	423	2557
650	684	3476
650	208	1681
650	22	1737
651	847	1240
651	360	2035
651	252	3235
651	671	831
651	459	2811
651	188	1409
651	146	582
651	84	1016
651	633	3391
651	346	2862
651	996	2042
652	781	1021
652	435	3558
652	84	329
652	670	2182
652	96	817
652	436	2128
653	58	2554
653	398	2686
653	70	959
653	559	359
653	243	1033
653	61	1725
653	908	316
653	215	309
653	327	1033
654	284	2128
654	978	1688
654	841	2784
654	827	2170
654	704	3427
654	26	2686
654	872	1197
654	555	2905
654	50	1475
654	598	2874
654	773	1752
655	262	2668
655	402	2828
655	868	1889
655	188	2124
655	121	2893
655	476	2228
655	955	3346
655	765	3461
656	289	2452
656	575	2639
656	962	835
656	312	2793
656	475	1084
656	951	2237
656	8	3000
656	757	2385
656	897	814
656	320	2733
656	440	2047
657	54	762
657	388	2563
657	409	2196
657	276	2757
657	42	3156
657	160	3311
657	113	2297
657	15	2871
657	679	3456
658	558	3429
658	191	815
658	996	2203
658	465	2538
658	954	1757
658	767	2967
658	693	1248
659	9	1352
659	770	2848
659	979	3435
659	45	2084
659	205	959
659	149	2112
659	836	3029
659	393	3511
659	13	1000
659	698	3289
660	584	2762
660	424	1533
660	285	486
660	671	1962
660	361	2997
660	719	2686
660	646	746
660	753	2325
660	532	2796
660	224	1693
661	286	1881
661	621	1137
661	655	2090
661	845	2821
661	91	3560
661	571	3334
661	810	2064
661	841	1604
661	715	1254
662	680	1845
662	762	1278
662	8	2845
662	910	1144
662	808	2652
662	779	884
663	205	3065
663	554	3576
663	323	1728
663	289	3198
663	919	1793
663	288	586
664	917	2208
664	976	716
664	628	913
664	102	855
664	718	1720
664	920	1713
664	35	2446
664	500	1883
664	287	3147
664	984	2345
664	649	1436
665	477	737
665	338	3302
665	21	2866
665	644	730
665	933	2646
665	560	2873
665	774	3431
665	868	3162
665	233	3598
665	944	3338
665	965	3491
666	926	1303
666	918	1950
666	188	1606
666	757	3559
666	315	3102
666	678	502
666	223	2959
666	23	2374
667	972	3563
667	787	1260
667	931	2748
667	295	1556
667	38	1059
667	962	2687
667	542	1754
667	497	408
667	73	3596
668	782	1469
668	142	2345
668	397	3427
668	453	1003
668	285	1757
668	574	3400
669	309	728
669	68	1856
669	964	1173
669	27	2941
669	467	924
669	225	3018
669	164	3176
669	834	2544
669	639	688
669	215	1213
669	371	3592
670	706	1348
670	200	1764
670	163	2953
670	478	3276
670	328	2699
670	616	2245
670	207	1972
670	533	1777
670	497	2245
670	804	1393
670	652	1784
671	275	2895
671	434	2474
671	658	908
671	986	1258
671	977	2951
671	884	2358
671	460	2737
672	932	15
672	589	446
672	588	3016
672	920	2593
672	314	3331
672	417	2823
672	824	3446
673	484	1503
673	920	1147
673	871	2527
673	985	864
673	523	1688
673	711	3518
673	333	822
673	736	2793
673	561	2316
673	924	3317
674	75	2771
674	938	3542
674	309	762
674	182	696
674	504	3058
674	437	2235
675	42	2416
675	141	1974
675	972	1947
675	822	2996
675	707	639
675	285	3101
675	99	755
675	854	1766
675	956	422
676	774	2005
676	694	1365
676	578	1786
676	770	1872
676	605	2712
676	729	926
676	99	2818
676	104	1751
676	815	311
676	143	1177
677	691	3409
677	794	1708
677	310	2083
677	408	1924
677	342	1665
677	839	2829
677	843	424
678	60	3266
678	323	2093
678	682	716
678	388	807
678	730	2163
678	495	3377
678	242	3054
678	766	762
678	609	2261
678	560	463
678	898	2848
679	6	1357
679	742	1474
679	717	1183
679	486	1667
679	412	1230
679	778	1785
680	235	1719
680	246	360
680	420	2333
680	564	2076
680	518	580
680	152	1193
680	942	2718
680	5	672
680	662	2315
680	209	5875
680	796	3258
681	935	1913
681	601	2914
681	942	1628
681	529	2297
681	38	3421
681	646	1644
681	244	939
681	367	877
681	669	1270
681	116	2985
682	880	3077
682	741	2485
682	618	1430
682	765	1530
682	602	1411
682	180	2137
682	541	1044
683	651	1495
683	100	1805
683	946	3334
683	833	1347
683	445	3006
683	729	1503
684	819	1174
684	226	2689
684	217	968
684	731	3546
684	292	1882
684	425	1383
684	55	2428
685	1	727
685	796	1566
685	481	1712
685	937	2285
685	622	2510
685	92	1923
685	924	2395
685	941	1784
685	393	391
685	719	721
686	167	659
686	228	3427
686	361	1359
686	709	1351
686	20	1558
686	864	1685
686	26	1114
686	955	3127
686	51	689
687	923	2495
687	272	3304
687	838	2480
687	263	421
687	249	3008
687	770	2815
687	465	2061
687	147	2362
687	434	554
688	376	583
688	290	578
688	45	2370
688	838	378
688	652	1171
688	705	497
688	684	1111
688	680	2200
689	907	3292
689	260	1275
689	17	3562
689	149	2815
689	991	1785
689	135	2834
689	803	873
689	828	1539
690	81	2067
690	221	3263
690	499	3532
690	404	3244
690	576	1825
690	804	2034
690	248	3253
690	463	1748
691	397	1112
691	816	2256
691	368	1683
691	775	1117
691	941	1799
691	483	1566
691	491	2838
691	675	2899
691	123	362
691	372	2063
692	660	1583
692	462	2445
692	431	1005
692	478	1937
692	243	2060
692	344	2934
693	348	2700
693	684	2223
693	575	3033
693	324	3435
693	555	3282
693	222	3067
693	7	2056
693	228	3525
693	1000	3070
693	190	492
693	29	744
694	919	1277
694	223	1204
694	570	1467
694	485	1015
694	28	3498
694	114	2864
695	218	1256
695	432	1748
695	52	539
695	848	2740
695	11	3059
695	810	3161
695	568	2819
696	134	1927
696	72	2432
696	88	3498
696	544	587
696	922	1367
696	474	498
696	623	1697
697	694	3314
697	437	1346
697	739	708
697	237	667
697	861	2379
697	500	3347
697	398	713
698	151	2569
698	210	1336
698	700	3021
698	12	935
698	258	1600
698	204	1358
699	260	601
699	96	2243
699	831	1573
699	805	1776
699	248	2861
699	71	2219
699	575	2997
699	74	828
699	202	3459
699	134	3357
700	839	692
700	865	2991
700	189	1048
700	272	3313
700	651	1997
700	299	539
700	532	1036
701	182	2591
701	444	1110
701	733	549
701	592	436
701	378	1743
701	807	1333
701	658	2349
701	451	2486
701	3	2064
701	941	3470
701	601	3248
702	379	895
702	970	1533
702	409	2834
702	797	2031
702	104	730
702	941	2773
702	943	2269
702	556	2703
702	845	1076
702	611	1672
703	312	2938
703	448	2891
703	634	3385
703	193	1390
703	394	517
703	976	2912
703	465	2270
703	812	1896
704	229	1889
704	883	2055
704	595	2694
704	438	2186
704	762	2844
704	30	3038
704	225	927
704	940	2528
704	228	399
704	243	2740
704	894	367
705	364	3490
705	902	1206
705	790	1432
705	495	1511
705	683	1825
705	263	3096
705	625	1984
705	456	1734
705	871	1158
705	817	2831
705	632	2727
706	317	1959
706	288	1000
706	53	3321
706	644	520
706	872	2171
706	708	2953
706	401	2870
706	594	3500
706	655	2814
706	46	1791
706	992	889
707	252	1125
707	15	3430
707	501	400
707	663	872
707	49	1108
707	422	3465
707	807	1445
707	593	803
707	229	2860
707	852	3462
708	854	2269
708	10	991
708	804	2219
708	807	2080
708	990	638
708	767	432
708	570	2990
708	215	2729
708	32	2498
709	835	2391
709	393	2367
709	973	2401
709	444	2650
709	280	1372
709	187	1103
710	662	802
710	863	320
710	874	546
710	593	3200
710	378	839
710	350	3029
711	74	1828
711	140	991
711	609	2494
711	194	661
711	447	373
711	683	1939
711	93	3366
711	549	1336
711	508	1671
712	27	1589
712	763	563
712	917	3065
712	38	2246
712	132	2294
712	772	1654
712	477	2158
712	130	358
712	632	2968
712	764	2295
713	197	2556
713	173	2388
713	880	591
713	503	3394
713	802	1491
713	844	3576
713	642	2376
713	682	905
713	916	2466
713	879	2476
713	43	2282
714	526	2194
714	410	3120
714	811	2309
714	925	1622
714	666	1022
714	346	2351
714	584	3050
714	716	1699
714	263	3282
715	97	1203
715	198	2748
715	757	2631
715	887	1293
715	690	1287
715	283	2609
715	304	2140
715	825	3521
715	951	1840
716	750	3314
716	181	1106
716	435	1694
716	652	2264
716	768	387
716	582	1753
716	119	775
716	202	1897
717	622	3595
